cutoff,variant,scope,wape_delta,sku_day_wape_delta,under_delta,over_delta
cutoff_20260628,demand_adjusted_profile,all_holdout,-0.002185757037133973,-0.001497950404115378,-130.25751670761383,-130.25751670759928
cutoff_20260628,demand_adjusted_profile,clean_bakery_days,-0.003481003879305833,-5.730476209875324e-05,-0.6212912681494345,-0.6212912681476155
cutoff_20260628,demand_adjusted_profile,clean_sku_days,-0.0025083312377314204,-0.00176949626626699,-107.71211355808191,-191.38110692650662
cutoff_20260628,demand_adjusted_profile,adjusted_pairs_clean_sku_days,0.00692460192173372,0.006309445615660381,-198.6719835854601,491.1337162081618
cutoff_20260628,demand_adjusted_profile,stable_routing_clean_sku_days,-0.0025083312377314204,-0.00176949626626699,-107.71211355808191,-191.38110692650662
cutoff_20260628,demand_adjusted_profile,new_exact_routing_clean_sku_days,,,0.0,0.0
cutoff_20260628,demand_adjusted_profile,stable_tier1_membership_clean_sku_days,6.633336182249039e-05,-4.943074645857859e-05,-0.822729758991045,-7.28999600331008
cutoff_20260628,demand_adjusted_profile,new_tier1_member_clean_sku_days,-0.08867058846646425,-0.11337451897826956,-239.40802559834583,-316.6097527224656
cutoff_20260628,demand_adjusted_guarded_routing,all_holdout,-0.002185757037133973,-0.001497950404115378,-130.25751670761383,-130.25751670759928
cutoff_20260628,demand_adjusted_guarded_routing,clean_bakery_days,-0.003481003879305833,-5.730476209875324e-05,-0.6212912681494345,-0.6212912681476155
cutoff_20260628,demand_adjusted_guarded_routing,clean_sku_days,-0.0025083312377314204,-0.00176949626626699,-107.71211355808191,-191.38110692650662
cutoff_20260628,demand_adjusted_guarded_routing,adjusted_pairs_clean_sku_days,0.00692460192173372,0.006309445615660381,-198.6719835854601,491.1337162081618
cutoff_20260628,demand_adjusted_guarded_routing,stable_routing_clean_sku_days,-0.0025083312377314204,-0.00176949626626699,-107.71211355808191,-191.38110692650662
cutoff_20260628,demand_adjusted_guarded_routing,new_exact_routing_clean_sku_days,,,0.0,0.0
cutoff_20260628,demand_adjusted_guarded_routing,stable_tier1_membership_clean_sku_days,6.633336182249039e-05,-4.943074645857859e-05,-0.822729758991045,-7.28999600331008
cutoff_20260628,demand_adjusted_guarded_routing,new_tier1_member_clean_sku_days,-0.08867058846646425,-0.11337451897826956,-239.40802559834583,-316.6097527224656
cutoff_20260628,demand_adjusted_blend_0.25_guarded_routing,all_holdout,-0.0021593686013170466,-0.0015391215100325484,-133.83763925515814,-133.83763925514359
cutoff_20260628,demand_adjusted_blend_0.25_guarded_routing,clean_bakery_days,-0.0034399851830693162,-8.29284029105759e-05,-0.899099668558847,-0.8990996685552091
